ID_gene,S1_A_Ct_T1,S1_B_Ct_T1,S2_Ct_T1,S1_A_LI_T1,S1_B_LI_T1,S2_LI_T1
CpCp13_RS08640,4.668315,2.602725,0.764472,3.019268,0.912678,0
CpCp13_RS08645,0,0,0,0,0,0
CpCp13_RS08650,0.086852,0,0,0,0,0
CpCp13_RS08655,0.783494,1.429596,0.577363,1.351281,1.684944,1.092452
CpCp13_RS08660,2.850129,2.889149,2.467769,2.260037,2.209641,1.370356
CpCp13_RS08665,5.085484,6.927176,5.660344,6.509627,3.728386,3.877816
CpCp13_RS08670,42.581169,27.468084,19.017237,8.34536,7.56802,0
CpCp13_RS08675,8.963166,8.783014,6.971983,10.949878,12.266391,3.124412
CpCp13_RS08680,8.053963,8.127941,7.078081,8.025657,7.732977,5.989288
CpCp13_RS08685,42.086015,42.662198,24.613935,168.501314,417.277982,272.451995
CpCp13_RS08690,10.9434,8.557628,9.728348,19.772693,14.568887,8.719289
CpCp13_RS08695,5.061686,4.439166,4.144446,4.536565,3.224487,2.577243
CpCp13_RS08700,4.44863,2.588807,3.709937,4.262496,4.187581,1.148681
CpCp13_RS08705,3.714019,3.639371,2.939626,4.937587,3.509524,3.02084
CpCp13_RS08710,7.908676,7.382275,6.475526,8.240825,6.24916,1.608153
CpCp13_RS08715,3.418156,1.924974,6.063946,5.731491,5.197623,2.647807
CpCp13_RS08720,2.732672,3.231765,1.789983,2.749252,2.315085,1.270086
CpCp13_RS08725,5.45491,5.33985,4.685355,3.920004,5.070917,2.982732
CpCp13_RS08730,7.517494,8.133325,7.634854,8.414991,10.316205,4.535437
CpCp13_RS08735,1.008356,0.766621,1.169642,0.483083,0.492846,0.195276
CpCp13_RS08740,0.235873,0.119551,0.19313,0,0.461143,0
CpCp13_RS08745,0.216154,0.401707,0.32447,0.931993,0.915613,0.502317
CpCp13_RS08750,0.687607,0.492015,0.563005,1.220787,0.553538,0.42298
CpCp13_RS08755,0.422791,1.446454,1.168344,2.050823,0.826576,1.105334
CpCp13_RS08760,1.761913,1.969217,1.831033,8.376033,7.816645,4.409452
CpCp13_RS08765,0.660676,0.362765,0.338096,0.593468,0.48437,0
CpCp13_RS10875,0,0,0,0,15.480002,0
CpCp13_RS08770,15356.490018,14839.474426,17552.835524,7880.725849,7330.340513,3513.105239
CpCp13_RS08775,0.933663,1.314508,1.061766,0.111825,0.912678,0.723244
CpCp13_RS08780,20.540405,20.506136,19.111625,37.572774,44.416596,21.697112
CpCp13_RS08785,5.095198,4.08198,4.979347,5.551319,6.962238,3.246638
CpCp13_RS08790,2.619107,6.932406,4.169846,6.273803,3.413653,6.086517
CpCp13_RS08795,0.422791,1.571457,1.4424,1.215303,0.688814,1.473779
CpCp13_RS08800,1.913843,1.657122,1.632324,3.438312,2.182632,3.057699
CpCp13_RS08805,0.441535,0.22379,0.451905,0.237972,0,0.38478
CpCp13_RS08810,8.245336,5.260762,5.400944,5.228169,5.879068,4.395818
CpCp13_RS08815,9.18549,8.480943,8.47905,7.694009,9.2078,7.545904
CpCp13_RS08820,8.730356,5.457426,4.288985,3.764282,3.698124,3.043258
CpCp13_RS08825,5.223931,5.016742,5.346613,9.780205,9.003596,2.396021
CpCp13_RS08830,16.149848,13.915307,13.636524,26.983005,30.192373,7.036964
CpCp13_RS08835,8.634242,10.0028,8.500365,5.318343,7.033481,2.149825
CpCp13_RS08840,0.280099,1.561635,0.802695,2.415414,1.916624,1.952758
CpCp13_RS08845,1.506414,1.908798,1.695971,4.871424,8.467197,2.297362
CpCp13_RS08850,0.534937,0.421758,0.535333,0.256277,0.116203,0.207189
CpCp13_RS08855,8.64096,9.130416,9.293579,10.419434,10.594222,7.657873
CpCp13_RS08860,6.88117,4.73968,3.394977,2.282281,1.034847,1.230083
CpCp13_RS08865,0.420806,0.693171,1.248996,0,0.205674,0.73343
CpCp13_RS08870,0.391975,0.993354,0.588398,0.704202,0.447026,0.455454
CpCp13_RS10780,274.405614,194.713678,205.956602,197.19319,143.060283,127.537708
CpCp13_RS08875,16.380381,16.37834,18.815717,20.333997,16.830554,14.980058
CpCp13_RS08880,0.767394,0.23337,0.377,0.992636,2.850556,1.070004
CpCp13_RS08885,2.386297,2.802462,1.667939,2.760473,3.24297,1.014419
CpCp13_RS08890,5.150206,4.350596,2.959246,4.480204,4.504507,1.889765
CpCp13_RS08895,0.10374,0.105161,0,0.447299,0.202817,0
CpCp13_RS08900,1.29901,2.304389,1.063613,2.80048,5.079251,1.132033
CpCp13_RS08905,9.096791,7.944933,7.258975,8.42071,7.68659,6.628626
CpCp13_RS08910,0.096586,0.048954,0.355875,0.208225,0.56649,0.336682
CpCp13_RS08915,13.428302,6.806072,19.241125,0,6.563243,0
CpCp13_RS08920,1.485251,1.571045,1.454039,1.949037,1.325619,0.675305
CpCp13_RS08925,4.706197,2.439525,3.08708,1.383531,1.04555,0.559262
CpCp13_RS08930,1.805377,1.704499,1.912991,0.763164,0.484455,0.246794
CpCp13_RS08935,7.30498,5.860391,6.751815,1.642482,0.876171,0.624882
CpCp13_RS08940,2.400848,2.271469,3.866043,2.415414,5.163149,2.231723
CpCp13_RS08945,5.845543,4.937976,6.780532,5.2509,4.285618,6.7922
CpCp13_RS08950,10.574521,11.484957,7.318314,11.398584,14.520808,9.654082
CpCp13_RS08955,2.376597,1.548729,2.640903,2.927775,0.663766,1.183489
CpCp13_RS08960,4.221781,8.065362,5.982823,6.30108,5.714157,5.660167
CpCp13_RS08965,13.009561,17.949884,7.101379,10.907076,7.065087,7.558198
CpCp13_RS08970,2.517743,4.274956,2.679946,2.713949,2.461154,1.316466
CpCp13_RS08975,7.682713,6.814408,5.504197,10.121736,11.682277,2.97563
CpCp13_RS08980,5.749658,6.067897,5.57836,5.773222,6.274861,4.25557
CpCp13_RS08985,7.873051,6.54838,8.843079,12.185873,10.853467,8.444357
CpCp13_RS08990,2.489768,3.957863,2.316581,2.439812,1.88067,0.788993
CpCp13_RS08995,2.226427,2.256909,2.028791,2.322514,1.75515,0.751061
CpCp13_RS09000,41.277736,42.590048,33.314877,35.595577,25.651053,30.833013
CpCp13_RS09005,60.582164,62.26451,39.269777,61.675316,31.255269,23.464384
CpCp13_RS09010,3.828488,4.194799,3.48046,4.733726,5.17337,4.906426
CpCp13_RS10785,0,7.534166,3.042783,48.069673,7.265359,0
CpCp13_RS09015,0.403746,0.204637,0.358131,2.176049,1.512908,0.234565
CpCp13_RS09020,7.352597,6.211049,6.880246,7.548169,3.764796,3.66142
CpCp13_RS09025,0.957122,1.13193,1.236985,1.092398,1.265825,0.850447
CpCp13_RS09030,2.90473,5.20545,4.204595,6.709484,4.259164,3.616218
CpCp13_RS09035,644.821132,723.97847,628.219353,827.047026,813.841254,512.143368
CpCp13_RS09040,424.390875,402.624059,347.486011,844.547552,808.429926,493.118914
CpCp13_RS09045,151.011956,143.410973,120.186832,195.315389,182.928982,111.778534
CpCp13_RS09050,5.798274,5.020498,5.612995,4.166752,4.546169,2.947559
CpCp13_RS09055,0.700247,0.82814,0.477795,2.012845,0,0
CpCp13_RS09060,0.410401,0.499224,0.033603,0.707814,0.722119,0.286118
CpCp13_RS09065,0.160745,0.146652,0.184263,0.415853,0.502824,0.112066
CpCp13_RS09070,1.030249,0.548286,0.601033,0.610794,0.856029,0.89782
CpCp13_RS09075,1.436405,1.164856,2.469832,1.238674,0.842472,1.001414
CpCp13_RS09080,1.701867,1.293875,1.35476,1.528743,1.247712,1.318317
CpCp13_RS09085,2.014195,1.531328,1.958422,3.256738,1.476692,0.877644
CpCp13_RS09090,12.699776,7.509626,8.66535,4.563153,2.069056,0
CpCp13_RS09095,5.896802,3.885397,6.276698,3.813801,1.152853,2.055528
CpCp13_RS09100,1.416592,1.370714,1.423499,1.249352,1.510639,0.673365
CpCp13_RS09105,4.249777,3.681347,3.827631,5.99689,3.398939,2.424113
CpCp13_RS09110,4.659071,5.285102,3.81479,6.217898,4.771227,6.186954
CpCp13_RS09115,11.315902,1.911804,1.54422,8.131827,1.843594,0
CpCp13_RS09120,8.18376,7.703243,4.307632,6.721153,7.047461,4.75454
CpCp13_RS09125,2.636225,3.054076,2.582501,2.638688,3.957494,0.328195
CpCp13_RS09130,6.605801,6.827538,5.355722,5.864011,5.571028,3.612037
CpCp13_RS09135,3.023719,1.88833,2.298942,1.629677,3.06132,1.505741
CpCp13_RS09140,4.717456,4.516372,3.37977,5.650092,4.355235,4.111068
CpCp13_RS09145,7.502209,6.804401,7.516745,9.576532,7.912556,6.537867
CpCp13_RS09150,5.092708,6.60791,6.171372,7.026659,9.757357,5.680749
CpCp13_RS09155,1.267286,0.846692,0.919724,0.993487,0.844638,0.200798
CpCp13_RS09160,2.138515,1.366652,1.522599,1.202696,1.272447,1.944655
CpCp13_RS09165,1.343803,1.08976,1.114043,0.651836,1.247919,0.819748
CpCp13_RS09170,8.033026,7.571564,7.875502,6.987991,4.890576,4.421338
CpCp13_RS09175,7.547929,6.993734,4.997232,7.37337,5.879567,5.138836
CpCp13_RS09180,3.836137,2.839337,5.035543,4.463265,5.77368,4.032869
CpCp13_RS09185,7.570241,4.450852,6.19842,5.222517,7.696095,3.166634
CpCp13_RS09190,0.36495,0.110984,0.388461,0.629424,0.071349,0.508862
CpCp13_RS09195,1.070966,1.210894,0.775714,0.88802,0.402652,0.28717
CpCp13_RS09200,10.185415,12.684828,12.152123,15.057127,8.24966,5.072097
CpCp13_RS09205,0.595859,0.41183,0.554411,1.868491,2.223963,0.566473
CpCp13_RS09210,28.609904,17.186128,29.064893,70.816507,49.718868,40.630503
CpCp13_RS09215,53.576882,30.172435,32.901067,96.253463,101.835765,72.628964
CpCp13_RS09220,45.057197,17.127772,27.669207,91.065866,112.86399,58.898239
CpCp13_RS09225,0.243564,0.740696,1.994274,4.72581,3.095169,0
CpCp13_RS09230,0.838799,0.789548,0.686798,0.258333,0.819946,0
CpCp13_RS09235,0.583539,0.798563,0.477795,0.503211,0.855636,0.610237
CpCp13_RS09240,0.281861,1.785746,1.384704,0.911477,0.826576,0.49126
CpCp13_RS09245,0.502921,0.339871,0.297401,0.481878,0.546241,0.194789
CpCp13_RS09250,1.418222,1.006347,0.696734,0.611497,0.277269,0
CpCp13_RS09255,9.584888,7.451207,6.893503,15.497744,13.800957,9.933102
CpCp13_RS09260,0.332791,0.224898,0.54497,2.152349,0.867496,0.773369
CpCp13_RS09265,0.631209,0.479888,0.775239,0.1701,0.308511,0
CpCp13_RS09270,21.413706,17.869408,19.693629,63.147006,57.265089,39.988209
CpCp13_RS09275,1.332629,0.975631,0.969903,0.957653,1.085564,1.290368
CpCp13_RS09280,0.370379,0.281587,0.151631,0.798484,0.724108,0
CpCp13_RS09285,0.237121,0.120184,0.291227,0.255599,0.115896,0
CpCp13_RS09290,4.233259,1.072804,3.46614,4.563153,6.207167,7.378222
CpCp13_RS09295,0.853635,1.406148,0.349473,0.460079,0,0
CpCp13_RS09300,4.054278,1.027446,0.829898,4.370224,0,3.533136
CpCp13_RS09305,0.773989,1.129037,0.757387,1.383725,0.978034,0.263219
CpCp13_RS09310,40.453983,33.855296,37.920136,42.03927,36.785798,30.409354
CpCp13_RS09315,7.745017,7.126925,5.756627,9.564392,8.747007,4.980187
CpCp13_RS09320,6.674698,5.960593,5.400099,5.139179,5.59258,3.877816
CpCp13_RS09325,11.769813,9.636536,8.895672,9.759249,8.628955,9.467915
CpCp13_RS09330,5.915689,5.269809,4.623526,5.024062,5.870344,2.49953
CpCp13_RS09335,5.030348,4.51976,3.276308,6.654713,4.13499,3.586697
CpCp13_RS09340,4.56373,4.3949,4.876427,11.412955,11.643614,7.795122
CpCp13_RS09345,1.443647,1.081652,0.783744,3.450592,2.576973,2.297362
CpCp13_RS09350,0.349033,0.389193,0.285784,1.203945,1.296514,0.730003
CpCp13_RS09355,0.476764,0.181234,0.195184,0.256959,0.466048,0.41548
CpCp13_RS09360,0.283644,0.287528,0.696734,0.81533,2.125731,0.329579
CpCp13_RS09365,1.689039,1.797771,1.267717,6.06888,4.953227,1.766313
CpCp13_RS09370,1.675358,2.229012,1.071689,1.805917,2.047128,2.55501
CpCp13_RS09375,2.892286,2.917076,2.703061,4.219889,3.484121,2.545968
CpCp13_RS09380,1.566145,1.526525,2.170114,0.519444,0.588824,0.419948
CpCp13_RS09385,1.256049,1.018596,1.378106,0.649887,0.54024,0.525406
CpCp13_RS09390,0,0.364407,0.294342,0.258333,0.117135,0.417702
CpCp13_RS09395,18.317096,21.414942,17.522444,21.587353,26.440305,12.982911
CpCp13_RS09400,0.132591,0,0.054282,0,0.129611,0
CpCp13_RS09405,2.591391,2.317826,2.652249,2.793336,2.905669,1.594088
CpCp13_RS10795,0.717691,1.818792,0.979394,3.094481,7.015603,1.667836
CpCp13_RS10800,12.506743,10.074457,9.966071,12.999904,10.260804,5.449556
CpCp13_RS10880,0.367343,0,0,0.39597,0.718173,0
CpCp13_RS09415,2.628494,3.530436,1.721743,6.374993,6.873187,3.894062
CpCp13_RS09420,2.213127,2.734176,2.378357,6.858584,6.354943,3.857299
CpCp13_RS09425,2.282719,2.030627,1.888134,2.611259,3.369888,2.923047
CpCp13_RS09430,2.477257,2.168739,2.074446,3.398573,2.861864,1.570056
CpCp13_RS09435,0,0,1.431123,0,0,0
CpCp13_RS09440,0,0.040274,0.032531,0,0,0
CpCp13_RS09445,1.618823,1.295515,1.081306,0.918408,0.999434,0.890992
CpCp13_RS09450,2.536745,3.428633,2.704499,2.848366,1.704813,1.658002
CpCp13_RS09455,0,0.094645,0,0.402569,0,0
CpCp13_RS09460,0.528133,0.03824,0.185327,0.162654,0.663766,0.525995
CpCp13_RS09465,10.984272,5.79002,5.935899,7.57777,4.72445,7.657873
CpCp13_RS09470,5.851748,5.027615,4.703693,4.461593,4.673841,3.731384
CpCp13_RS09475,20.201074,14.885007,12.440041,12.443043,11.118077,4.142213
CpCp13_RS09480,13.410797,12.755504,12.335795,10.887662,10.080943,6.065383
CpCp13_RS09485,1.348971,1.012918,0.920434,1.319457,1.233184,0.827255
CpCp13_RS09490,10.390262,8.058005,8.866165,10.795147,10.64621,10.036519
CpCp13_RS09495,22.943989,16.411094,22.166025,32.359616,30.28868,19.060408
CpCp13_RS09500,6.704255,6.673589,6.058079,6.380339,4.428087,4.631878
CpCp13_RS09505,0.322416,0.817075,0.461983,1.042625,0.472754,1.123889
CpCp13_RS09510,0.314865,0.611754,0.365228,1.018207,0.359086,0.731712
CpCp13_RS09515,0.629941,0.638566,0.663156,0.582028,0.615783,0
CpCp13_RS09520,2.051887,1.807601,2.260081,1.895819,1.241666,1.702986
CpCp13_RS09525,3.668552,2.613195,2.8414,4.381946,4.506852,2.592156
CpCp13_RS10885,0,0,0,6.776703,0,0
CpCp13_RS09530,1.273177,1.290608,1.042462,1.097916,1.991297,0.887617
CpCp13_RS09535,1.029929,0.775968,0.854689,0.600103,0.95236,1.261409
CpCp13_RS09540,5.27245,4.927084,4.047204,2.131248,4.992885,2.297362
CpCp13_RS09545,4.238504,2.685333,13.88174,15.990824,14.501336,3.693682
CpCp13_RS09550,0.257562,0.391633,0.316333,0.555268,0.629433,0
CpCp13_RS09555,0.492482,0.166408,0.436841,0,0.802354,0.286118
CpCp13_RS09560,1.235082,1.117849,0.866803,1.521521,1.983458,1.230083
CpCp13_RS09565,1.920678,2.055139,1.965785,3.680631,6.988505,3.719538
CpCp13_RS09570,6.061157,7.44744,5.789934,11.483117,14.183913,4.481739
CpCp13_RS09575,2.854511,2.604232,2.921548,8.000098,6.975882,4.975178
CpCp13_RS09580,9.14007,7.322499,11.104959,17.797789,18.157487,10.277671
CpCp13_RS09585,1.610425,1.469225,1.864872,2.479891,1.934053,0.962345
CpCp13_RS09590,11.655887,6.444798,6.507066,0,3.107429,0
CpCp13_RS09595,3.664955,3.71513,4.501229,15.802244,9.553548,4.258476
CpCp13_RS09600,0,0.07234,0.029215,0,0,0.248759
CpCp13_RS10815,0,0,0,0,0,0
CpCp13_RS09605,1.744329,2.414286,2.197284,3.760525,2.557684,2.572495
CpCp13_RS09610,1.465938,1.114506,0.900219,1.015828,1.177099,0.547502
CpCp13_RS09615,4.65619,4.005138,4.46311,2.992121,4.048242,1.638678
CpCp13_RS09620,2.407462,1.314073,1.440492,2.395452,10.680595,0.64554
CpCp13_RS09625,2.41812,3.921961,3.035888,3.822958,3.939617,2.809723
CpCp13_RS09630,63.343734,36.118659,19.4494,34.140026,116.100019,0
CpCp13_RS09635,1.333049,2.252165,1.377349,0.957955,1.365139,0.663827
CpCp13_RS09640,6.341862,5.571528,6.490798,9.11477,17.978033,4.421338
CpCp13_RS09645,3417.84566,2921.672415,4754.648164,5425.481434,4720.653118,2608.050187
CpCp13_RS09650,1.293895,1.132754,1.035348,3.423422,1.14983,1.02507
CpCp13_RS09655,5.518722,5.160238,4.693954,5.230833,4.232035,4.145982
CpCp13_RS09660,1.007968,1.336158,1.301454,0.835783,1.440073,0.270278
CpCp13_RS09665,30.698498,19.449237,21.993607,33.090803,30.008514,0
CpCp13_RS09670,0.490522,0.339025,0.410761,0.288408,0.174362,0.155443
CpCp13_RS09675,2.153074,1.737957,1.501738,2.578734,2.416485,1.945808
CpCp13_RS09680,0.856353,0.361699,0.993326,0.923088,0.697588,0
CpCp13_RS10820,0.464413,0.441348,0.23766,1.376661,0.624215,0.202358
CpCp13_RS09685,0.749429,1.063564,0.490898,0.969397,1.245393,0.522477
CpCp13_RS09690,0.647628,0.328247,0.159081,0,0,0.451505
CpCp13_RS09695,24.186992,22.542937,20.844502,22.921322,22.401154,13.879713
CpCp13_RS09700,5.249854,5.516425,6.23809,4.692805,3.004014,2.678067
CpCp13_RS09705,6.86958,4.227917,5.959532,3.526152,1.918622,1.140296
CpCp13_RS09710,3.027332,3.255199,3.474872,3.110761,2.876318,1.479362
CpCp13_RS09715,2.014195,1.956696,1.889706,3.075808,0.820385,2.047836
CpCp13_RS09720,2.715994,3.441472,4.169667,5.855298,1.991212,2.366877
CpCp13_RS09725,0.705761,0.268284,0.866803,1.141141,0.862373,0
CpCp13_RS09730,0.684211,0.433486,0.770307,0.368766,0.501625,1.192524
CpCp13_RS09735,6.572298,5.14097,6.377072,8.479052,11.280952,4.509833
CpCp13_RS09740,5.495728,5.103006,4.835822,7.329968,6.847771,5.210759
CpCp13_RS09745,5.255139,4.794377,5.077355,4.984907,5.054832,4.689549
CpCp13_RS09750,11.699707,12.060899,10.229039,21.5891,15.410527,8.64052
CpCp13_RS09755,18.552789,15.87586,12.428832,17.141649,20.962151,16.797914
CpCp13_RS09760,12.360237,11.721105,11.050835,11.604303,10.211599,8.339178
CpCp13_RS09765,1.318113,0.987595,1.03233,2.471012,1.288486,0.998853
CpCp13_RS09770,19.206784,16.400183,19.268232,51.665617,46.345715,22.618813
CpCp13_RS09775,5.155803,4.603243,4.286454,4.275069,3.838093,3.870953
CpCp13_RS09780,7.897871,8.51801,6.429083,7.523421,7.540814,6.08236
CpCp13_RS10890,16.675657,12.81003,11.09373,14.60483,19.611963,17.256927
CpCp13_RS09790,3.779648,3.596819,2.905256,3.159578,2.412863,2.016617
CpCp13_RS09795,2.429042,1.508157,1.516513,2.618335,1.602751,0.846724
CpCp13_RS09800,1.563343,1.056497,1.386716,0,2.037607,0.908259
CpCp13_RS09805,0.307606,0.239859,0.135619,0.510119,0.531994,0.577373
CpCp13_RS09810,5.305054,5.779003,4.408544,6.145223,3.01861,1.656049
CpCp13_RS09815,5.27245,5.921611,5.249101,11.366655,12.884865,7.518639
CpCp13_RS09820,7.58749,6.253729,5.922237,6.573596,5.68402,4.696505
CpCp13_RS09825,0.127318,0.129061,0.260615,0.548958,0.373368,0
CpCp13_RS09830,0.591907,0.514295,0.346176,0.911477,0.33063,0.294756
CpCp13_RS09835,0.790868,0.489925,0.323776,0.947221,1.374386,0.306315
CpCp13_RS09840,5.932618,6.339429,6.157028,3.584426,3.139735,1.448926
CpCp13_RS09845,3.544109,1.970152,1.544545,2.218238,2.682156,1.594088
CpCp13_RS09850,10.53172,8.120503,7.476534,11.593988,8.214101,7.029927
CpCp13_RS09855,11.303696,12.031373,11.405829,11.897886,11.634612,7.880564
CpCp13_RS09860,0.768271,1.297982,1.15326,1.656284,1.001338,1.339034
CpCp13_RS09865,2.013211,1.907679,2.7951,1.132225,1.45458,1.525592
CpCp13_RS09870,3.394993,6.19465,3.057756,7.319123,5.973636,0
CpCp13_RS09875,0.80604,0.98049,0.857968,1.390166,1.891016,1.685834
CpCp13_RS09880,0.897646,1.51656,0.53082,0.430044,0.682477,0.347672
CpCp13_RS09885,0.298772,0.037858,0.336368,0.161028,0.292057,0
CpCp13_RS09890,0.262081,0.132834,0.107294,0,0.25619,0
CpCp13_RS09895,0.974257,0.822996,0.877481,0.420072,0.380944,1.811253
CpCp13_RS09900,0.230218,0.31116,0.219917,182.810458,166.232409,85.867831
CpCp13_RS09905,0.548445,0.1787,0.30472,166.207522,155.436072,99.549666
CpCp13_RS09910,1.848781,1.327482,1.093271,2.214283,1.656625,1.074091
CpCp13_RS09915,6.894743,6.475229,5.603821,7.869223,7.929148,6.008485
CpCp13_RS09920,0.285451,0.506378,0.58431,0.307696,3.208906,0.995036
CpCp13_RS09925,1.043847,0.917053,0.683751,0.900154,0.612231,0
CpCp13_RS09930,0.908429,0.767388,0.371905,0,0.592007,0
CpCp13_RS09935,0.194288,0.328247,0.185594,0.418858,0.316536,0.677257
CpCp13_RS09940,8.235387,7.28035,5.841349,17.754327,18.815207,7.009899
CpCp13_RS09945,1.262418,1.679608,1.615081,3.401992,6.324472,3.300435
CpCp13_RS09950,32.662383,24.639666,26.665813,9.416021,11.323394,11.253179
CpCp13_RS09955,0.200071,0,0.737169,0,0.391148,0
CpCp13_RS09960,0.139613,0.707623,0.342941,0.150493,0.682376,0.730003
CpCp13_RS09965,0.289758,0.195816,0.632666,0.208225,0.75532,0.673365
CpCp13_RS09970,0.570176,1.011468,0.746965,0.983375,2.173706,1.391278
CpCp13_RS09980,1.862996,1.416376,1.525398,8.032709,0.910561,3.247048
CpCp13_RS09985,0.847867,1.16643,1.140509,1.175066,1.124814,0
CpCp13_RS09990,1.227831,1.555801,1.214777,2.095565,2.300448,1.248338
CpCp13_RS09995,8.928153,14.374141,8.170293,5.661127,4.278178,1.220473
CpCp13_RS10000,29.807932,12.275258,25.931765,10.040886,17.300666,9.741145
CpCp13_RS10005,6.205269,6.901772,8.115162,58.341543,54.255193,36.050908
CpCp13_RS10010,1.310769,1.170534,1.073242,6.59361,7.260747,5.221859
CpCp13_RS10015,3.11221,1.367088,2.208474,7.604082,7.301423,2.169731
CpCp13_RS10020,2.84044,2.772685,2.153442,3.628791,3.599293,1.833575
CpCp13_RS10025,1.480403,1.671201,1.983494,3.771818,3.617822,2.814786
CpCp13_RS10030,1.956246,3.605507,4.295604,8.43478,8.170641,7.439076
CpCp13_RS10035,2.673672,3.42011,3.909231,1.372394,4.107051,3.994277
CpCp13_RS10040,208.389535,198.396688,220.200776,145.705385,90.841748,88.347359
CpCp13_RS10045,29.119962,30.356041,34.66545,53.205898,40.376535,42.474726
CpCp13_RS10050,0.365843,0.092713,0.262105,0.197177,0.536431,0
CpCp13_RS10060,23193.111347,24276.185833,24489.031205,33459.655635,31766.965966,28898.078636
CpCp13_RS10065,145.852441,59.622381,277.348822,995.041559,274.078855,287.970017
CpCp13_RS10075,0.16785,0.510443,0.481016,0.90465,0.656308,0.292548
CpCp13_RS10080,0.74693,0.270413,0.567893,0.690118,1.147367,0.371954
CpCp13_RS10085,4.801695,0.270413,1.528943,1.150197,0.52153,1.859769
CpCp13_RS10090,2.726889,3.425231,2.378357,0.638998,0.869217,0.619923
CpCp13_RS10095,19.462273,16.209546,16.150813,39.689905,36.507117,24.203192
CpCp13_RS10100,47.056577,36.059541,44.492219,64.008417,35.0468,11.716534
CpCp13_RS10105,38.868678,62.384622,53.041989,55.86357,56.992589,22.581636
CpCp13_RS10110,0.757915,0.584569,0.822931,0.852499,0.869728,0.57434
CpCp13_RS10115,2.009405,2.067778,1.171636,1.969088,1.369017,1.69805
CpCp13_RS10120,3.279207,3.324101,2.796848,3.299102,3.846604,3.810259
CpCp13_RS10125,2.076258,1.826706,1.186802,1.351281,1.263708,0.955895
CpCp13_RS10835,0,0,0,0,0,0
CpCp13_RS10130,88.313543,77.330166,40.33713,53.991611,47.674,36.757788
CpCp13_RS10135,61.778829,74.831113,47.840217,77.202958,62.02798,38.690149
CpCp13_RS10140,315.222567,287.310062,230.407177,250.830306,261.850815,188.637595
CpCp13_RS10840,0,0,0,0,6.484002,0
CpCp13_RS10145,16.324586,8.27404,13.366369,17.596745,0,0
CpCp13_RS10150,1.932617,2.223816,1.646555,2.927775,2.144474,1.092452
CpCp13_RS10155,7.749842,5.029936,5.455386,7.181983,5.930264,4.278342
CpCp13_RS10160,12.023753,11.911357,17.004828,20.030254,22.97276,15.241027
CpCp13_RS10165,3.156044,4.159028,5.16826,2.721593,5.244684,6.60087
CpCp13_RS10170,3.965186,4.112948,3.284397,4.969988,4.957757,2.571533
CpCp13_RS10175,4.801696,6.24654,3.997095,4.830828,1.72105,1.115861
CpCp13_RS10180,2.091405,1.968607,2.568625,3.864663,4.672911,1.041471
CpCp13_RS10185,13.425006,11.65754,10.466865,11.066215,14.184704,12.043439
CpCp13_RS10190,1.024362,0.324496,0.366946,2.484426,1.251673,0
CpCp13_RS10195,49.518724,38.83932,41.677871,56.657863,45.160656,23.143793
CpCp13_RS10200,0.586595,0.891938,0.576356,0.252923,0.917456,0
CpCp13_RS10205,0.321645,0.624926,0.241412,0.57785,0.104805,0
CpCp13_RS10210,0.738722,0.374418,0.201619,0.53086,0,0.858355
CpCp13_RS10215,0.284674,0.474082,0.316333,0.175348,0.43729,0
CpCp13_RS10220,10.110574,8.801617,9.278985,12.867419,9.833031,6.636237
CpCp13_RS10225,0.618149,0.156653,0.948999,0,0.151064,1.077383
CpCp13_RS10230,1.170563,0.169513,0.513451,0,0.490394,0.291456
CpCp13_RS10235,4.681479,7.118356,5.749705,0,0,0
CpCp13_RS10240,0.389139,0.624572,0.7169,0.279643,0.158497,0.11304
CpCp13_RS10245,0.67291,0.238743,0.413228,1.160559,0.263114,0.703696
CpCp13_RS10250,0.383041,1.067785,0.862481,1.238674,1.497728,2.002828
CpCp13_RS10255,48.922882,45.947098,35.196195,2.247964,2.142583,1.706113
CpCp13_RS10260,2.405369,1.732477,1.762172,4.093922,2.227553,0.882602
CpCp13_RS10265,1.563343,1.320622,0.853364,2.086404,1.455433,0.778508
CpCp13_RS10270,0.914609,1.622478,1.248117,0.985883,0.745043,0.531363
CpCp13_RS10275,0.908429,1.27898,0.578519,0,0.888011,0.703696
CpCp13_RS10280,1.145859,0.967956,0.573354,1.372394,1.742385,0.443809
CpCp13_RS10285,1.516693,1.314278,1.842744,2.953345,1.626081,2.046558
CpCp13_RS10290,1.031327,1.235527,1.266656,0.60638,1.924643,0.653643
CpCp13_RS10295,0.677886,0.820783,0.524209,0.649523,0.809906,0.393833
CpCp13_RS10300,0.804387,0.465942,1.034977,0.743204,1.123296,1.602263
CpCp13_RS10305,0.995907,0.504771,0.937752,1.502924,1.26558,1.041471
CpCp13_RS10310,48.35392,48.019656,41.52289,48.308283,53.415676,23.296054
CpCp13_RS10315,0,0,8.734525,0,0,14.874243
CpCp13_RS10320,8.292693,10.641923,8.956961,3.423422,5.691661,3.69025
CpCp13_RS10325,0,0,0.97249,0,0,0
CpCp13_RS10330,7.244664,5.294402,3.37977,11.623046,10.540401,5.285659
CpCp13_RS10335,0.172369,0.524185,0.987933,0.371602,0.336989,0
CpCp13_RS10340,5.723467,7.060712,5.747354,6.98433,9.817336,7.152269
CpCp13_RS10345,126.112006,59.657994,120.46878,362.506123,271.210484,146.535232
