Name,S1_Ct_Cp13,S2_A_Ct_Cp13,S2_B_Ct_Cp13,S3_Ct_Cp13,S4_A_Ct_Cp13,S4_B_Ct_Cp13,S1_LI_Cp13,S2_LI_Cp13,S3_LI_Cp13,S3_A_LI_Cp13,S3_B_LI_Cp13
CpCp13_RS03895,9.37316,11.088566,8.089905,8.784547,5.13291,7.143378,18.4573,10.862579,9.927676,10.602858,11.869016
CpCp13_RS03900,1.434814,3.275413,3.951522,3.853963,1.86131,1.712511,4.632332,3.686969,2.550002,2.269523,5.550107
CpCp13_RS03905,3.746146,1.044624,4.830977,3.785472,1.137783,3.788507,8.141006,3.898417,6.235065,7.768964,3.440456
CpCp13_RS03910,1.044844,1.297866,0.975714,2.058527,0.605832,0.637029,2.544352,1.427099,0.553328,4.136721,1.323061
CpCp13_RS03915,6.491185,5.303973,5.666998,5.111796,4.621582,4.049634,14.467299,5.690723,10.025006,7.325711,7.181523
CpCp13_RS03920,3.656953,1.784566,2.774688,2.476665,1.457784,1.277375,3.401303,2.185245,2.662892,1.421998,0.734681
CpCp13_RS03925,9.975199,10.898113,9.176185,11.192258,7.121999,5.741361,48.07868,5.185489,2.60191,6.947165,5.742848
CpCp13_RS03930,11.990008,12.170155,17.466889,9.744257,6.117914,10.185494,25.693781,8.515804,5.587708,8.951593,6.680375
CpCp13_RS03935,12.902479,13.178334,10.928002,20.118142,7.655236,9.055605,22.326505,15.368758,5.243849,22.401936,17.36107
CpCp13_RS03940,6.61033,4.407519,4.400538,3.413033,1.669766,3.182292,9.544955,2.815887,3.431378,4.886328,8.309945
CpCp13_RS03945,5.667755,2.928519,3.269061,3.612686,3.189682,2.235952,7.690241,2.732224,5.826499,4.66707,4.554602
CpCp13_RS03950,8.96724,3.281961,4.0823,3.681786,2.50225,3.288873,15.93009,2.755777,2.938364,2.092135,3.783183
CpCp13_RS03955,6.359917,3.724312,6.137103,4.211527,6.760738,4.028359,21.242537,8.976246,2.469929,15.827455,11.811678
CpCp13_RS03960,1.82103,6.976314,6.913439,8.667608,3.799228,4.394348,3.874993,4.184165,5.204955,5.241291,5.7441
CpCp13_RS03965,0.729905,0.596408,0.475544,0.540311,0.162399,0.170761,1.692462,0.521655,0.444974,0.792061,1.009413
CpCp13_RS03970,1.41478,1.479433,1.557099,2.463833,2.578188,0.508303,2.85733,1.449282,0,1.886173,2.111414
CpCp13_RS03975,1.444722,2.41719,1.011852,2.166536,0.658188,1.211141,4.914194,1.268532,3.606881,1.926092,0.829269
CpCp13_RS03980,1.685772,0.624793,0.657593,0.896007,0.816614,0.357777,3.429586,0.961809,1.491686,1.593136,0.891691
CpCp13_RS03985,4.256343,1.89302,3.471603,3.138022,0.34364,0.542002,9.140298,3.090734,1.88315,1.005612,1.905028
CpCp13_RS03990,16.469831,5.710611,4.705112,5.723849,5.183233,9.99191,40.150498,8.657734,5.680837,10.111985,11.841964
CpCp13_RS10645,0.513256,0,0,0.973286,0.654724,0,1.527603,0,0,0,0.329962
CpCp13_RS03995,0.457834,0.536208,0.384789,0.496108,0.584026,0.153525,0.81759,1.688399,2.400354,7.690806,2.796156
CpCp13_RS04000,1.078931,0.607512,0.406894,1.292784,1.058703,0.278305,3.952266,4.676026,3.263459,5.421745,3.46811
CpCp13_RS04005,0.965652,0,1.352643,2.615945,0,1.619052,4.311098,9.892012,8.437933,18.023596,10.863953
CpCp13_RS04010,1.687175,1.185594,0.945329,1.234048,1.291324,1.47097,5.523685,4.839298,1.769119,3.778873,4.447064
CpCp13_RS04015,3.210617,1.932822,1.849354,2.438563,2.487952,2.31421,11.520477,6.147503,5.243849,5.600484,4.340267
CpCp13_RS04020,131.599676,78.348007,68.536347,47.008078,74.681594,71.115748,386.406905,83.51245,57.201505,131.94566,123.866995
CpCp13_RS04025,6.84342,0,7.668774,3.012552,7.638448,5.736982,35.134868,8.412373,8.969742,15.966292,10.448792
CpCp13_RS04030,39.155249,14.70915,16.557579,14.209554,7.539247,17.836798,152.158512,10.897847,15.493191,33.093769,24.697145
CpCp13_RS04035,3.82168,11.575563,8.491353,9.99591,5.883669,8.396151,8.23667,5.939817,2.303042,7.379016,14.402389
CpCp13_RS04040,0.174141,0,0,0.353809,0,0,0,0,1.521653,0,0
CpCp13_RS04045,0.465542,0.430448,0.411859,1.294338,0.468835,1.314605,0.802183,0.702792,3.853834,1.371978,0.945117
CpCp13_RS04050,3.103336,1.805251,1.669716,2.059973,1.769618,1.619534,7.676648,2.021097,1.795839,2.301569,1.948826
CpCp13_RS04055,2.01575,1.276114,1.984135,2.80412,3.474793,1.644174,7.458799,2.455567,0.952096,2.033695,3.327269
CpCp13_RS04060,3.598105,1.969176,1.130483,2.459585,2.359265,0.902091,5.30447,1.377889,4.113709,6.904045,4.53982
CpCp13_RS04065,4.454404,2.284245,2.961136,3.101957,2.006413,2.784842,11.347626,3.55762,4.617971,3.522885,4.691845
CpCp13_RS04070,0.209718,0,0.293764,0.284062,0,0,0.312091,1.288993,0,0,0
CpCp13_RS04075,0.641571,3.005585,2.87579,2.085613,0.818405,1.721095,3.819007,5.783506,4.484871,0,4.124523
CpCp13_RS04080,6.050992,0,16.951938,12.294075,19.297032,0,63.033394,24.794233,52.873995,0,38.900564
CpCp13_RS04085,0.790688,0,0,0,0,0.883801,5.491085,2.159922,0,4.919319,0
CpCp13_RS04090,4.48362,2.297372,1.570115,2.808785,1.072393,2.067292,10.17524,3.904018,0.979455,4.18427,3.783183
CpCp13_RS04095,5.180318,3.568881,4.26845,4.540233,0,2.043656,43.533617,23.723849,10.650818,11.375182,7.836042
CpCp13_RS04100,29.735749,1175.377049,1041.313814,775.331814,4409.564839,4113.136515,66.376781,1858.115911,1688.91486,4301.31708,4349.001596
CpCp13_RS04105,18.735883,9.442743,9.465199,12.480833,9.795085,9.784491,1.828312,0.629272,0,1.433195,0.740466
CpCp13_RS04110,13.860302,12.822438,11.69954,12.994849,8.494742,8.705073,0.739049,0.369989,0.394503,1.263998,0.290244
CpCp13_RS04115,10.841468,15.6324,13.278439,13.504052,7.644544,5.663267,0.972887,0.446467,0.952096,0,0.350239
CpCp13_RS04120,9.689361,5.124908,3.969573,7.084251,4.784522,3.00456,4.403283,1.366112,2.91325,0.777845,2.34428
CpCp13_RS04125,10.439506,11.225988,8.873164,9.709092,14.220664,11.319507,12.961776,9.221255,9.103905,17.11259,15.807147
CpCp13_RS04130,9.211603,10.282264,6.35701,9.110835,7.236425,9.873648,23.798446,8.523062,9.913926,8.067179,9.291031
CpCp13_RS04135,2.922905,3.73446,4.68981,4.966827,2.711664,2.67309,8.778514,4.681818,4.643736,5.951468,5.722635
CpCp13_RS04140,5.807782,8.375563,6.921068,7.573092,6.358099,6.540159,16.769686,8.346943,8.331894,12.134382,10.170158
CpCp13_RS04145,1.613619,1.643341,1.965468,1.330391,1.34242,2.352575,5.011417,2.874732,1.22608,3.928397,3.608216
CpCp13_RS04150,0.571322,1.269025,0.551919,1.067384,1.884812,0.198187,0.762258,1.049422,0.688586,2.206251,1.203194
CpCp13_RS04155,23.851331,23.425882,24.19047,23.268896,19.930572,20.298792,85.006612,17.443303,14.773693,28.739326,30.812614
CpCp13_RS04160,44.346111,25.42681,28.616211,27.767576,33.369425,29.597802,215.882636,26.979463,26.745546,41.850333,32.261599
CpCp13_RS04165,5.337868,7.213404,8.62737,7.369165,3.273621,6.884378,29.024456,6.729898,5.381845,3.83191,7.424142
CpCp13_RS04170,15.646663,8.523301,9.58239,8.970211,10.675912,9.761432,60.431517,11.927992,6.359146,17.658243,13.801763
CpCp13_RS04175,5.844666,5.105513,3.618544,5.117348,3.913169,6.172005,17.395452,4.101728,3.385929,10.245919,5.708777
CpCp13_RS04180,5.976955,5.526398,1.321936,6.391394,2.006413,5.274322,16.384774,5.155971,5.497584,5.871475,7.078214
CpCp13_RS04185,13.892334,19.141714,21.978105,23.392265,33.70549,32.518111,39.07762,26.788003,18.089816,31.522278,33.622929
CpCp13_RS04190,50.539713,88.786835,103.830974,155.166661,128.939699,135.579193,275.772047,13.805927,58.882606,157.218045,178.700078
CpCp13_RS04195,32.659576,43.63769,45.619255,45.608024,29.339052,37.01977,121.847953,25.633929,24.11676,41.211109,41.105154
CpCp13_RS04200,15.827648,17.640108,15.161888,21.645968,24.749257,20.545004,76.892015,8.159121,18.737839,22.871087,22.48405
CpCp13_RS04205,17.277776,15.517966,15.679308,21.335215,19.335711,16.27931,64.67406,10.07656,9.632723,34.424715,22.146896
CpCp13_RS04210,68.622815,28.084974,35.829516,33.076339,51.492442,47.979039,204.360722,27.185066,25.144688,62.661154,56.140846
CpCp13_RS04215,56.580419,17.174771,14.310479,24.72941,24.318325,20.899006,231.031763,10.715761,20.075138,23.721349,19.4049
CpCp13_RS04220,328.233623,128.140483,139.931667,166.882857,219.971225,212.156286,1121.33453,79.917503,137.171356,230.849105,169.729074
CpCp13_RS04225,12.843931,11.839072,8.662441,6.282273,15.170437,6.779434,23.715104,18.517479,6.235065,13.318224,19.113644
CpCp13_RS04230,14.39242,7.48287,14.131037,6.83218,9.008101,9.02091,35.830191,14.330042,4.701382,16.318652,8.647276
CpCp13_RS10650,13.18261,0,6.15521,7.935913,14.013417,19.64668,23.977154,15.00455,0,41.008231,28.249414
CpCp13_RS04235,44.022743,4.89481,3.122286,4.906156,2.665662,2.335771,27.780551,9.704273,4.869289,5.200449,10.747329
CpCp13_RS04240,5.851119,0,2.048999,1.98133,4.664905,1.635038,7.981718,3.995874,0,0,2.350976
CpCp13_RS04245,4.490398,3.984147,3.049675,5.467863,6.075231,3.346128,10.12481,7.248335,7.926749,10.159018,9.331014
CpCp13_RS04250,6.256202,2.284245,1.765293,2.601134,2.583642,1.86143,7.903583,2.581951,1.310962,1.960169,3.086412
CpCp13_RS04255,2.036469,1.357361,1.298744,1.367983,1.267208,0.888307,2.414598,0.542734,0.578693,1.545125,1.756249
CpCp13_RS04260,7.070108,2.855306,3.278401,3.962664,2.487952,1.798544,8.27197,1.598351,1.704251,6.370551,2.194246
CpCp13_RS04265,10.590744,7.061509,7.637851,6.249363,5.350434,3.867836,14.044092,5.585635,4.58132,4.892896,4.55028
CpCp13_RS04270,5.680998,3.202212,2.042617,3.785723,4.06908,3.463636,10.669426,2.365161,1.061839,7.938381,3.417829
CpCp13_RS04275,6.912042,4.706548,5.103737,5.733525,4.442771,6.288615,13.236428,7.245272,1.872803,12.001037,6.544848
CpCp13_RS04280,4.95858,4.113576,4.746272,7.108169,4.743976,4.849695,14.266258,5.926089,3.610701,7.712531,6.242711
CpCp13_RS04285,3.295002,3.118423,2.051332,3.426195,3.184238,3.236598,8.122885,3.54583,5.816556,6.833355,6.740006
CpCp13_RS04290,2.82663,0.827625,1.055846,0.765732,0,0.789874,2.523866,0.77215,0.82331,0,1.362886
CpCp13_RS04295,2.11851,2.953765,1.22469,4.05376,1.715829,1.578659,10.608939,5.649344,4.701382,13.18045,5.62073
CpCp13_RS04300,1.659032,3.080413,2.493942,3.562561,3.613208,2.035319,5.299071,3.647689,6.364423,7.55252,3.902039
CpCp13_RS04305,0.78015,1.142122,0.364267,0.616414,0,1.962048,0.386993,1.331959,1.136167,1.213438,0.626928
CpCp13_RS04310,9.980944,3.928441,3.667115,3.656821,4.487497,3.456628,18.505526,4.424965,4.003274,8.551075,5.785405
CpCp13_RS04315,1.413315,2.482874,3.365508,2.584346,2.704295,0.710887,2.523866,1.158225,0,1.318955,4.997248
CpCp13_RS04320,10.55358,18.176717,57.392821,34.475672,19.797703,22.898861,36.953616,22.893779,21.698335,92.696164,71.837745
CpCp13_RS04325,3.929153,4.71264,5.70272,7.534192,6.189686,5.952815,9.580889,5.528277,7.032104,7.510358,6.923593
CpCp13_RS04330,0,0,0.666342,1.449755,0,0.39879,1.06187,0.974604,0,0,0.382273
CpCp13_RS04335,3.437535,0.713826,0.8196,0.759511,0.310994,0.735768,5.877452,0.998969,0.426063,0.455039,1.410587
CpCp13_RS04340,10.008472,3.005576,2.156836,3.476011,6.547222,0.860545,21.386379,4.206174,4.484858,4.789874,2.474707
CpCp13_RS04345,1.526057,0.871849,0.417099,1.71413,0.9496,1.372934,2.769509,1.982687,1.951432,3.473583,2.153568
CpCp13_RS04350,3.494891,4.291211,3.790059,4.123003,3.595306,5.292615,12.079543,4.388536,1.970232,13.677483,7.42891
CpCp13_RS04355,5.035513,5.191465,3.874474,6.580425,5.202081,5.588864,16.464783,4.504443,6.817004,10.590006,7.637117
CpCp13_RS04360,90.767438,16.253279,21.645851,19.508502,22.726482,22.890558,85.510514,25.819514,12.454142,25.202178,33.395947
CpCp13_RS04365,11.24142,13.083978,12.584155,14.469873,12.766339,11.08237,28.401019,11.253306,11.38879,21.720254,17.655715
CpCp13_RS04370,19.943936,7.336549,7.019724,7.154811,7.558881,6.472033,46.862404,9.573456,10.651569,16.431976,12.843307
CpCp13_RS04375,1.271983,0.354696,0.339379,0.492256,0.386328,1.015553,3.064694,0.496382,0,0,0.778792
CpCp13_RS04380,0.637973,0.533702,0.255327,0.370342,0.581297,0.152807,0.542513,0.186723,0,0,0.439435
CpCp13_RS04385,2.706017,5.082743,7.867017,7.745522,1.628241,5.136251,4.710776,6.276247,5.353668,5.717772,6.236452
CpCp13_RS04390,4.104743,3.78765,3.415001,4.110927,2.856067,3.587077,6.811862,3.261941,3.478063,3.250281,4.478054
CpCp13_RS04395,0.734604,1.505623,0.617401,1.318401,0.702811,0.677418,3.22494,1.505038,1.283805,1.371117,0.767425
CpCp13_RS04400,1.910161,4.709783,11.547631,4.085221,4.488573,0.337122,7.181309,8.650868,3.51392,5.629353,4.201061
CpCp13_RS04405,0.121393,0.118477,0.566805,0.328852,0.387129,0.474908,0.18065,0.746118,0,0,0.585306
CpCp13_RS04410,1.603048,1.224431,0.878666,1.132864,1.555896,0.818007,5.652768,1.856334,0.913535,0.650443,1.736279
CpCp13_RS04415,1.842021,0,0.910667,0.880592,0,1.090027,12.899758,2.663918,0,8.089588,3.134638
CpCp13_RS04420,9.790116,3.583129,4.821178,6.578541,5.36617,4.488345,42.227739,10.812374,11.361674,18.558467,17.086848
CpCp13_RS04425,2.244155,2.150439,1.028787,1.768553,0.780738,1.641881,17.730421,14.880045,17.826894,19.039303,24.263931
CpCp13_RS04430,9.658465,6.016928,8.164599,7.439485,5.838584,6.515101,49.652949,14.54438,12.07994,23.710862,22.518948
CpCp13_RS04435,4.853773,2.855306,2.111091,2.761857,3.958105,4.0876,23.28553,6.447893,3.485968,5.377738,9.190188
CpCp13_RS04440,3.713965,4.069923,2.738085,4.030327,3.878767,3.131702,15.772756,4.805732,3.036527,2.432281,6.353052
CpCp13_RS04445,3.111493,1.111014,1.275642,0.462568,0.484037,1.017924,9.599528,1.243853,0,0,0.243941
CpCp13_RS04450,0.755551,1.440515,0.689153,1.380388,0.896559,0.765965,2.196445,1.29596,0.921217,0.655913,2.089758
CpCp13_RS04455,4.550874,4.441587,0,1.027357,3.455488,2.906738,7.739855,2.219932,0,0,0.696586
CpCp13_RS04460,12.462821,6.841986,7.637604,7.385373,4.968099,1.30598,12.750732,9.575065,0,0,5.007554
CpCp13_RS04465,6.874271,10.921934,12.540331,11.33221,6.457798,19.298831,17.446395,20.961979,17.69441,14.919322,19.527251
CpCp13_RS04470,1.109696,1.772259,1.130483,1.685271,1.072393,0.902091,2.502108,2.617988,0.587673,3.765843,1.189
CpCp13_RS04475,6.257255,10.923445,7.276515,10.074571,10.090361,11.876803,11.736281,9.675247,9.490986,16.306494,12.067975
CpCp13_RS04480,2.71069,3.097281,3.519187,3.940277,2.951807,2.438704,7.083935,5.282685,2.310849,8.638035,5.206686
CpCp13_RS04485,37.338208,918.326914,523.017487,536.089529,428.666821,475.781287,66.677723,458.985327,391.516649,278.762491,552.090903
CpCp13_RS04490,280.417895,4463.897115,5222.980203,4457.590585,3914.819517,3285.520628,542.352444,4562.086257,2801.702709,5139.204843,5018.303096
CpCp13_RS04495,0.604767,0.295122,1.129509,0.546104,0.16072,0.506989,2.699949,0.722768,0,2.351624,1.943961
CpCp13_RS04500,71.546029,3909.198963,3651.305228,2057.774254,1182.916047,1287.889457,221.485093,2528.677092,530.073124,1840.67525,2335.479632
CpCp13_RS04505,0.348281,0,0.108413,0,0,0,0.806235,0.317133,0,0,0
CpCp13_RS04510,1.252534,0.523909,1.253211,0.727094,0,1.200029,3.195353,1.832971,1.563533,0,3.450977
CpCp13_RS04515,2.391969,0.718316,0.515472,1.329196,0.782375,0.411331,4.38105,0,1.071856,3.434259,1.380029
CpCp13_RS04520,0.195037,0.285531,0.0683,0.330222,0,0.081752,0.870734,0.099897,0,0.455039,0.626928
CpCp13_RS04525,0.256628,0,0.239649,0.115867,0,0.573698,1.018402,0.350516,0,0,0
CpCp13_RS04530,1.010154,1.365086,0.979602,2.105001,0.495608,1.693667,3.815964,1.591983,0,1.450325,2.622605
CpCp13_RS04535,2.13213,2.251496,1.958423,1.609684,1.560543,3.633422,4.265243,3.294092,1.221685,2.609545,2.247052
CpCp13_RS04540,5.136218,5.080615,5.930677,5.875837,3.32022,5.585901,7.953321,4.266061,4.85196,4.5342,4.127459
CpCp13_RS04545,2.356703,2.379421,2.049,3.192146,0.518323,2.45256,3.748992,1.831444,1.420209,3.033596,1.828539
CpCp13_RS04550,1.358868,1.63829,0.783771,1.948851,1.529478,1.474216,2.616959,1.146358,1.396927,4.475797,4.239469
CpCp13_RS04555,1.242277,0,2.088153,0.673064,0.396171,1.249712,0.369738,0.509029,3.256531,1.159336,4.192827
CpCp13_RS04560,1.894536,1.985284,3.631494,2.512119,2.416722,1.471202,2.552253,1.797736,0.697035,2.233322,2.307709
CpCp13_RS04565,0.830947,0.826294,1.493377,0.870682,0.199996,0.473163,1.539883,0.706666,0.547991,1.170519,1.007922
CpCp13_RS04570,176.170406,44.213075,63.45563,68.177787,64.207949,42.196381,292.129598,30.937146,0,46.97381,32.358933
CpCp13_RS04575,18.883173,3.634025,5.960729,6.964683,3.392661,5.05376,17.942391,5.448923,3.098638,4.964065,7.69411
CpCp13_RS04580,15.724896,9.279743,9.562002,9.411328,8.552334,6.540159,16.689062,6.4933,4.260628,11.375983,6.661105
CpCp13_RS10655,5.152306,0.693597,1.493199,1.604318,0.377725,1.390115,8.108047,0.970658,2.069941,2.210717,1.903626
CpCp13_RS04595,0.307954,1.803351,0.718948,0.486643,0.327362,0.172109,0.15276,0.630928,0.896974,0,0.989886
CpCp13_RS04600,0.958277,3.300931,1.73711,1.60339,1.078592,0.567066,2.3488,1.616829,2.955349,3.156342,1.811929
CpCp13_RS04605,0.950394,0.9679,0.926102,1.958944,0.263554,0.138563,0.368955,1.354535,2.166421,2.313759,1.593884
CpCp13_RS04610,0.677213,1.850661,2.150186,1.65111,0.575915,3.330637,0.940607,2.219932,6.312041,3.370662,4.643908
CpCp13_RS04615,0.337727,2.719339,1.53749,2.973428,2.154071,2.689676,2.889881,4.843487,2.951084,4.727681,6.377834
CpCp13_RS04620,21.896149,1367.700503,1656.243666,1176.444454,884.492127,807.663964,0,1166.36683,510.213543,1226.054739,1876.87674
CpCp13_RS04625,3.79784,1.937016,2.059297,2.273388,2.344176,2.218396,8.96987,2.961768,3.853834,2.28663,3.622948
CpCp13_RS04630,0.162531,0,0,0.293531,0,0,1.128729,0,0.946806,0,0.348293
CpCp13_RS04635,153.766577,102.508999,96.665601,94.810416,108.271971,101.251358,700.815207,76.957634,82.056531,163.140027,149.146832
CpCp13_RS04640,35.491512,17.287225,15.286194,18.75751,15.443918,15.794263,31.689968,17.872716,16.810639,24.764045,21.537306
CpCp13_RS04645,14.62781,3.744663,2.463279,2.706738,1.529478,3.484511,23.314727,2.620247,8.381562,1.491932,3.340188
CpCp13_RS04650,4.43267,1.038293,1.407394,1.56105,1.507849,2.08096,7.300091,3.995877,2.582199,4.412503,5.889319
CpCp13_RS04655,8.661307,3.51707,2.213939,3.061378,4.334762,2.649984,17.687513,4.209595,3.314589,7.080028,4.369187
CpCp13_RS04660,13.713572,22.307075,26.03938,24.766652,21.380834,21.970848,39.001613,18.730674,10.651569,19.907971,28.407653
CpCp13_RS04665,1.972922,1.732989,1.618671,1.565214,0.719061,0.661577,3.984571,1.732317,1.231395,1.052114,1.177754
CpCp13_RS04670,14.810332,8.856028,10.957222,10.877902,9.313188,5.420988,24.212916,15.171512,14.581827,19.466923,10.895799
CpCp13_RS04675,2.681765,0.356913,1.0245,1.320888,1.166227,0.61314,5.442086,4.245619,3.195471,0,0.979574
CpCp13_RS04680,5.435104,3.470899,4.072937,3.741507,2.639169,2.437559,14.778508,5.498914,5.863249,7.305677,5.643786
CpCp13_RS04685,40.936435,114.839766,117.686178,118.73478,108.677009,90.556054,168.724586,106.263986,138.587446,176.015213,142.953253
CpCp13_RS04690,103.280658,366.546941,227.966554,585.008434,179.655888,241.381053,568.212689,307.779982,437.562962,350.491247,331.984862
CpCp13_RS04695,27.521953,85.024654,78.924458,106.551639,120.250991,95.922335,158.667021,94.125102,102.255058,121.343816,133.047946
CpCp13_RS04700,4.378392,4.079008,4.181634,6.87401,3.173408,3.670498,14.21606,6.523881,0,14.858427,7.036942
CpCp13_RS04705,2.590341,3.271704,4.980209,4.334164,2.591616,1.0219,5.744424,1.248712,1.775262,2.843996,3.265248
CpCp13_RS04710,10.839443,9.340777,6.499927,9.133279,5.318112,8.023244,22.226907,10.546739,6.969056,8.796299,11.885987
CpCp13_RS04715,8.510256,5.756054,5.978516,6.411738,5.279473,4.033387,20.209336,6.30649,7.91098,7.242005,9.520318
CpCp13_RS04720,0.625592,0.215495,0.515472,1.345811,0.469425,0.370198,2.300051,0.452363,0,0,0.591441
CpCp13_RS04725,2.341733,0.939245,1.078421,1.56421,0.818405,1.398389,5.728511,1.57732,1.681827,2.394944,0.618678
CpCp13_RS04730,2.597661,3.989947,2.266725,1.61506,3.802546,0.999588,3.929075,2.093909,1.488429,4.768971,4.38028
CpCp13_RS04735,2.073003,1.025858,1.14515,1.62145,0,0.391626,2.954585,1.076733,0.510255,1.634872,1.220069
CpCp13_RS04740,4.545694,3.64023,1.197291,2.262876,2.725843,1.563385,9.019552,2.387974,4.073907,5.076136,5.494982
CpCp13_RS04745,9.390693,5.64011,6.071112,7.338267,5.375204,4.440849,43.715848,6.413136,12.624082,15.729755,11.996761
CpCp13_RS04750,7.352359,4.683782,4.998613,7.291969,4.120425,3.404184,10.163138,4.537905,4.838568,6.890185,7.317451
CpCp13_RS04755,6.517708,4.770891,5.118178,7.289965,5.196355,3.808194,10.434108,3.641812,5.608927,5.990391,5.634412
CpCp13_RS04760,217.090513,161.430217,202.72734,252.041491,197.80474,57.775084,594.8457,169.435971,180.662103,385.897901,166.146363
CpCp13_RS04765,25.230138,13.114485,17.789771,13.78485,15.730508,15.399794,61.170729,14.171425,13.376389,23.281082,24.967753
CpCp13_RS04770,8.76179,113.41829,55.552095,22.48639,100.002778,57.21518,23.332658,56.687145,120.886006,120.50031,28.163858
CpCp13_RS04780,1601.138209,3595.453564,1986.529503,3855.022407,5061.107452,1761.957622,7490.352276,4471.550419,4062.365595,5779.174162,3038.008716
CpCp13_RS04790,43.053163,30.409448,32.056601,30.139151,24.07074,23.386638,115.918108,25.484542,21.632908,35.501521,35.907614
CpCp13_RS04795,15.40398,14.684429,11.597064,13.478451,9.901032,8.675722,31.630734,14.678733,9.042965,19.315955,19.959325
CpCp13_RS04800,13.172688,7.175637,6.293614,6.984801,4.559074,4.280209,26.441128,3.765748,3.569112,7.623696,7.221155
CpCp13_RS04805,17.528684,8.674346,5.64844,4.793096,6.823496,8.830595,34.412963,8.935928,4.31456,6.91199,6.745423
CpCp13_RS04810,4.037276,2.512669,2.1856,1.822826,1.865964,1.63504,9.229777,2.077856,1.704251,1.456126,2.946559
CpCp13_RS04815,7.987249,7.070281,8.933208,6.331877,6.71352,5.813475,15.387569,4.820423,8.656513,4.622622,5.473177
CpCp13_RS04820,23.570486,11.907232,11.509279,11.466433,12.439758,8.070835,44.95703,10.372277,9.427772,14.716166,6.536053
CpCp13_RS04825,12.050529,4.079008,8.78143,6.793139,4.887048,7.007314,24.46347,5.137556,8.521255,13.001124,8.060497
CpCp13_RS04830,4.747623,2.504654,2.516316,2.491149,0.272802,1.434246,7.765315,2.453609,2.242436,1.596629,1.924777
